id,text_clean
1.8400322245125453e+18,"Dumna Bogata i Bezpieczna Polska dla nas i następnych pokoleń        💪              🇵              🇱       
#Mentzen2025 #Konfederacja "
1.8399383090924874e+18,"Ryszard Petru nie inwestuje w mieszkania. No chyba, że chodzi o posiadanie wielu mieszkań i czerpania dochodu z ich wynajmu. To wtedy tak        🤡        "
1.8397357267638482e+18,"Wspaniałe spotkanie w malowniczym Zamościu! Dziękuję wszystkim, którzy przyszli dziś się z nami spotkać. Ogromna frekwencja na spotkaniach w trasie  dowodzi jednego - potrzebna jest prawdziwa zmiana w Pałacu Prezydenckim już w przyszłym roku! #Mentzen2025 "
1.8396921379206966e+18,"Brawo Javier Milei!        👏       

Prezydent Argentyny oświadczył, że jego kraj nie podpisze przyjętego przez Zgromadzenie Ogólne ""Paktu dla Przyszłości"", w którym zapowiedziano przyspieszenie zielonej transformacji. Określił ten dokument jako ""socjalistyczny program"" i ""atak na suwerenność…  "
1.839617368969843e+18,Z taką ekipą można walczyć o lepszą Polskę        🇵              🇱        
1.839581473914991e+18,"Walka Donalda Tuska z nepotyzmem okazała się krótka, ale za to nieskuteczna. "
1.8394140645373056e+18,"Spotkania w ramach trasy #Mentzen2025 z moim udziałem już w najbliższy piątek i sobotę!

       ❇       ️Zamość: 

       ❇       ️Chełm: 

       ❇       ️Lubartów: 

       ❇       ️Świdnik: 

Do zobaczenia! "
1.839367245421585e+18,"Świetne wystąpienie ! Polacy zasługują na wyjaśnienia, Polacy zasługują na prawdę. Problem w tym, że rząd Donalda Tuska zajmuje się wyłącznie własnym PR-em. Premier mówi w Sejmie o nierobieniu polityki na powodzi, po czym z mównicy… robi politykę na powodzi. Im…  "
1.8393292774369938e+18,"Jakby ktoś chciał wesprzeć odbudowę zakładu, tutaj link do zrzutki        👇       

"
1.8393291406774684e+18,"Polski producent słodyczy, Cukry Nyskie        🇵              🇱       , zmaga się z trudną sytuacją po zalaniu fabryki, co spowodowało wstrzymanie produkcji i poważne uszkodzenia zakładu. Mimo to, prezes firmy, Andrzej Chomyszczak, zdecydował się nadal wypłacać pracownikom pełne pensje        💸              🔥       . 

Możemy…  "
1.8392647789648486e+18,Czarodziejska różdżka Izabeli Leszczyny magicznie zniknęła po dojściu do władzy.        🙃        
1.8390059750359124e+18,"Calość rozmowy:

"
1.8390059136396826e+18,"Postulat ""kredytu na start"" nie jest tak naprawdę wsparciem dla osób chcących zakupić pierwsze mieszkanie, lecz dla banków i deweloperów, którzy najmocniej skorzystają na stymulowaniu przez państwo rynku kredytów hipotecznych. Kredyt 0% nie zwiększy dostępności mieszkań, ale…  "
1.838948949605958e+18,"Mowa nienawiści jest wtedy, gdy ktoś mówi 
coś, z czym nie zgadza się lewica. 

Jeśli lewica obraża innych, bo mają odmienne zdanie, to jest wolność słowa.        🙃        "
1.8388409508916557e+18,"Donald Tusk znalazł winnych dramatycznych skutków powodzi - to bobry! To ciekawe, biorąc pod uwagę, że jego ministrowie jeszcze w 2020 r. protestowali przeciwko decyzji Regionalnej Dyrekcji Ochrony Środowiska o odstrzale bobrów.        🙃        "
1.8386536536890207e+18,"Dożynki to czas podziękowań nie tylko Bogu za urodzaj i obfite plony, lecz również rolnikom za ich trud i wysiłek. Dzięki nim na naszych stołach jest chleb i zdrowa żywność. Docenienie ich poświęcenia zwłaszcza dzisiaj powinno być szczególne. "
1.8386217610902856e+18, 
1.8386214182185615e+18,Słuchając Pani wiceminister czasami ciężko utrzymać powagę        😉        
1.8385195486112686e+18,"Matematyka dla lewicy jest zdecydowanie zbyt trudna. Zdaniem ""ministry"" Dziemianowicz-Bąk 10 000 zł x 20 000 gospodarstw = 100 mln zł        🤡        "
1.8384871447523576e+18,"Prezydent Duda po raz kolejny stawia interesy ukraińskie nad polskimi! Wicepremier Kosiniak-Kamysz powiedział, że nie widzi dla Ukrainy miejsca w UE, dopóki ta nie rozwiąże kwestii Wołynia. Co na to Prezydent? Uważa, że każdy, kto blokuje wejście Ukrainy do Unii, wpisuje się w… "
1.838267426779116e+18,"Rządzi nami intelektualna ""elita""        🙃        "
1.838211497081586e+18,"Zdaniem lewicy ""nie czas i miejsce"" na upominanie się o prawdę historyczną w temacie rzezi wołyńskiej. Ciekawe, kiedy ich zdaniem jest ""czas i miejsce"". "
1.8381579059435645e+18,"Orlen pod rządami PiS - zły.
Orlen pod rządami PO - dobry!
To jest właśnie ich mentalność - wystarczy wymienić ludzi na swoich i już wszystko jest w porządku.        🤡        "
1.8379299520852257e+18,"Już w sobotę 28 września o 16:00 na Rynku w Lubartowie spotkanie w ramach trasy #Mentzen2025, w którym wezmę udział wraz z  oraz . Serdecznie zapraszam!

Dołącz do wydarzenia:  "
1.8378882813939305e+18,"Najpilniejsza potrzeba powodzian według Ministra Finansów? Kasy fiskalne, żeby można było jak najszybciej ściągać od nich podatki. To się nazywa uśmiechnięta pomoc! "
1.837848542238409e+18,"Donald Tusk twierdzi, że w piątek 13 września ""nie było mowy o powodzi"". Tymczasem IMGW przypomina, że już 11 września ogłoszono najwyższy stopień ostrzeżenia przed zagrożeniem. Kolejne kłamstwo premiera? "
1.837575253016695e+18,"Już w piątek 27 września o 18:00 na Rynku Wielkim w Zamościu spotkanie w ramach trasy #Mentzen2025 z moim udziałem!

Serdecznie zapraszam!

Dołącz do wydarzenia:  "
1.837529458082714e+18,"Poszkodowana w powodzi mieszkanka Głuchołaz na antenie TVN: ""Ukraińcom dają wyremontowane mieszkania, a nam w stanie opłakanym."" I natychmiastowe przerwanie przez prowadzącego. Wymowna sytuacja. "
1.837463617299489e+18,"Wspierajmy takie inicjatywy, kupujmy lokalnie. szczególnie, że produkty sprzedają Dzieciaki, harcerze RP        🇵              🇱       . W ten sposób uczymy siebie wzajemnie przedsiębiorczości, zaradności życiowej, wspieramy szczytne cele, naprawdę warto        💪              ❗       ️       😎        "
1.8373941928147272e+18,"Wprowadzili przymocowane fabrycznie nakrętki tylko po to, by od przyszłego roku trzeba było tę nakrętkę oderwać w celu sprzedaży butelki w automacie w ramach systemu kaucyjnego. A na koniec nie umieją tego absurdu logicznie wytłumaczyć. "
1.837206197952193e+18,"Jeden z użytkowników Facebooka opublikował post o rzekomych szabrownikach w Lądku-Zdroju i Stroniu Śląskim. Policja uznała to za rozpowszechnianie fałszywych informacji, w związku z czym zatrzymano autora, a sprawa ma trafić do prokuratury pod zarzutem utrudniania akcji… "
1.8371530042789194e+18,"Rafał Brzoska wyjaśnia, ile podatków odprowadza InPost w porównaniu do zagranicznych firm konkurencyjnych. Różnica robi wrażenie! "
1.8370851895177833e+18,"  Ta nominacja nie może dziwić, w końcu to prawdziwy ekspert od zalań.       🙃       "
1.8370268843888522e+18,"Już w sobotę 28 września o godzinie 19:00 widzimy się na Placu Konstytucji 3 Maja w Świdniku.
Razem ze mną na spotkaniu pojawią się  oraz .
Serdecznie zapraszam!

Dołącz do wydarzenia:
 "
1.8368737744125545e+18," Z pewnością szczerze opowiedzieli, jak było naprawdę xD"
1.8368317959476552e+18,Jest jeszcze duch w naszym Narodzie!        🇵              🇱              💪        
1.836765406012318e+18,"Organizacje ekoterrorystyczne, a w tle działalność obcych służb       ‼       ️
Warto posłuchać o tym, kto stoi za sabotowaniem rozwoju gospodarczego naszego kraju. "
1.8366694999672425e+18,"Już w sobotę 28 września o 13:00 na Placu dr. Łuczkowskiego w Chełmie spotkanie w ramach trasy  z moim udziałem. Serdecznie zapraszam!

Dołącz do wydarzenia:
 "
1.836482386579645e+18,"Gorzkie słowa prawdy mieszkanki Stronia Śląskięgo. Wielu samorządowców nie radzi sobie z zarządzaniem kryzysowym, a mieszkańcy są pozostawiani sami sobie. Do walki z powodzią potrzebni są doświadczeni fachowcy a nie politycy. "
1.8364319002666353e+18,"Tak Urszula Zielińska sabotowała inwestycje hydrotechniczne, które mogły uratować przed powodzią tysiące mieszkańców Dolnego Śląska. Jej zdaniem tamy miały ""zubażać społeczeństwo"". Co teraz powie ludziom, którzy w powodzi stracili swoje dobytki? "
1.8363627507688942e+18,"Mamy  w Polsce odnoszących sukcesy przedsiębiorców, którzy potrafią przyjść z  pomocą w najtrudniejszych momentach. Szacunek za taką postawę! "
1.8363074864350863e+18," Stek obrzydliwych kłamstw. 17 września ZSRR napadł na Polskę w ramach tajnego protokołu do paktu Ribbentrop-Mołotow zawartego z III Rzeszą, popełniając liczne zbrodnie wojenne. Napaść na Polskę została zwieńczona wspólną defiladą Wehrmachtu i Armii Czerwonej w Brześciu oraz…  "
1.8361242415211848e+18,"       🔥       Minister kultury Słowacji w mocnych słowach do działaczy ""tęczowej"" opozycji: 

""Jeśli macie zaburzenia psychiczne, powinniście się leczyć, a nie narzucać ludziom, że jesteście swego rodzaju normą i wszystko ma być po waszemu"".

Brawo za odwagę i obronę normalności! "
1.8360717251228838e+18,"Dla deweloperów kredyt 0%, dla ofiar powodzi pożyczka oprocentowana na 2,5% - to jest propozycja ze strony ministerstwa klimatu.

Rządzący najwyraźniej nie mają za grosz wstydu i chcą zarabiać na ludziach poszkodowanych przez kataklizm.

Minister Hennig-Kloska i wiceminister…  "
1.8359922510018685e+18,"Co za niewdzięczność ukraińskich władz! Zełenski zaatakował Polskę podczas spotkania z Radosławem Sikorskim. Kazał naszemu krajowi nie wracać do kwestii Wołynia, żądał więcej uzbrojenia i obrażał Naród, który pomógł Ukrainie najwięcej. Jak można tak nie mieć wstydu? Skoro tak…  "
1.8359303818848015e+18,Warto posłuchać  w temacie dostępu do broni! 
1.8357695161203305e+18,"   Dla dewelopera kredyt 0%, dla ofiar powodzi kredyt 2,5%. Nie macie za grosz wstydu."
1.8357046159558083e+18,"To bardzo miły gest ze strony Czechów, że przysyłają nam Mi-17 do pomocy w walce ze skutkami powodzi. Pytanie tylko, gdzie się podziały nasze śmigłowce, że potrzebujemy pomocy z zewnątrz? Czy to efekt systematycznego rozbrajania naszej armii w ostatnich latach? "
1.8356030637860785e+18,Pomagajmy potrzebującym! Zachęcam do wspólnej akcji i zbiórki darów w biurach poselskich.        🇵              🇱        
1.8355838747320364e+18,"Największe ogólnopolskie spotkanie kobiet o poglądach prawicowych w Polsce       ‼       ️

Serdecznie zapraszamy wszystkie panie, a panów prosimy o przekazanie informacji kobietom w swoim otoczeniu.

Bądźcie z nami 28 września (sobota) w Sejmie RP. Rejestracja tylko do poniedziałku 16…  "
1.835404538460963e+18," &gt;""To nie jest czas na uprawianie polityki""
&gt;""To co wyprawia prawica przechodzi ludzkie pojęcie""
Wytrzymała Pani bez uprawiania polityki całe pół zdania xD"
1.835341109729342e+18,"Cztery lata temu obecna wiceminister klimatu i środowiska była przeciwko budowie zbiornika retencyjnego, argumentując to rzekomym ""niespełnianiem standardów przyrodniczych"" oraz ""postępującym problemem suszy"". Tacy właśnie eksperci od zjawisk przyrodniczych nami rządzą. "
1.835229071426339e+18,"Jeśli Donald Tusk mówi, że ""prognozy nie są przesadnie alarmujące"" to jasny sygnał, że trzeba szykować się na najgorsze. "
1.834991794217796e+18,"Lewica proponuje kolejny podatek - tym razem od pustostanów. 

Tym samym socjalizm znowu walczy z problemami, które sam stworzył, bowiem to przez lewicowe prawo o ochronie lokatorów wielu właścicieli woli trzymać puste mieszkania niż ryzykować ich wynajmowanie. 

Tymczasem…  "
1.8348466088374602e+18,"Profesor Piotrowski nie zostawia suchej na ""demokracji walczącej"" Donalda Tuska! ""To nie ma nic wspólnego z demokracją ani obroną demokracji"". "
1.8346723794626153e+18,"Jak wynika z danych Eurostat, Polska wydała najwięcej pozwoleń na pobyt w UE dla osób spoza Unii w 2023 roku       ‼       ️
Jesteśmy już krajem masowej, niekontrolowanej imigracji, co ma już przełożenie na spadek naszego bezpieczeństwa i wzrost liczby przestępstw popełnianych przez…  "
1.8345475722470728e+18,"Dzięki głosom  a wbrew KO i Lewicy do prac w komisji został skierowany projekt wprowadzający ulgi w podatku Belki!

Skutecznie walczymy o proste i niskie podatki! "
1.8344887784229645e+18,"I na tym właśnie polega ""uśmiechnięta Polska""        😉        "
1.8342919227241638e+18,"Wstyd i kompromitacja       ‼       ️
Żyjemy w państwie z kartonu, w którym najpierw prezydent a następnie minister spraw zagranicznych dają się wkręcić rosyjskim pranksterom, wyjawiając im szczegóły polityki zagranicznej. Od lat rządzą nami niepoważni ludzie - czy to z PiS czy to z PO. "
1.8341698576312937e+18,Według najnowszego sondażu IBRIS wśród zdecydowanych wyborców w zależności od wariantu kontrkandydatów Sławomir Mentzen otrzymałby 10-11% głosów i trzeci wynik w wyborach prezydenckich! To więcej niż cała Konfederacja w ostatnim badaniu tej samej sondażowni. Poszerzamy elektorat…  
1.8341300076957043e+18,"Z Polakami lepiej nie zadzierać. Po wydarzeniach na plaży w Śremie, gdzie dwóch Polaków zostało pobitych przez grupę obcokrajowców, mieszkańcy zorganizowali patrole obywatelskie, by oddolnie zadbać o bezpieczeństwo na ulicach.        💪        "
1.833938930153988e+18,Drastyczny spadek konkurencyjności unijnej gospodarki względem USA i Chin. Taki jest efekt torpedowania gospodarek państw UE kolejnymi ideologicznymi regulacjami przez eurokratów. 
1.8338516131585024e+18,Logika lewicy w pigułce        😉        
1.8337800952337042e+18,Uśmiechnięta koalicja i jej pomysł na Polskę        😉        
1.8336025143795428e+18,"  ""Demokracja walcząca"" - nowe określenie Donalda Tuska na łamanie prawa. Tylko gdzie jest teraz Komisja Europejska?"
